No,torch_tf_max_diff,torch_tf_mean_diff,tfjschrome_torch_max_diff,tfjschrome_torch_mean_diff,tfjschrome_tf_max_diff,tfjschrome_tf_mean_diff,channels,model,fail_time
40,5.96E-08,7.14E-10,5.722752929,0.521252981,5.722752929,0.521252981,0:1 1:1 2:1 3:1 4:2 5:2 6:2 7:4 8:5 9:6 ,from:0 to:1 operator:-1  from:0 to:4 operator:-1  from:0 to:8 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:13  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,11
41,5.96E-08,1.05E-09,6.094590187,1.07238542,6.094590187,1.07238542,0:1 1:1 2:1 3:1 4:1 5:1 6:2 7:2 8:2 9:4 ,from:0 to:1 operator:-1  from:0 to:9 operator:13  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:6 operator:12  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:4 to:9 operator:12  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,11
44,5.96E-08,8.62E-10,5.776998758,1.076408253,5.776998758,1.076408253,0:1 1:1 2:1 3:1 4:1 5:2 6:3 7:3 8:3 9:5 ,from:0 to:1 operator:-1  from:0 to:5 operator:12  from:0 to:9 operator:13  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:6 operator:12  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:4 to:9 operator:12  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,13
45,1.19E-07,5.00E-09,5.046628475,1.048358027,5.046628475,1.048358027,0:1 1:1 2:1 3:1 4:1 5:2 6:3 7:3 8:4 9:6 ,from:0 to:1 operator:-1  from:0 to:5 operator:12  from:0 to:8 operator:16  from:0 to:9 operator:13  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:6 operator:12  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:4 to:9 operator:12  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,13
46,5.96E-08,1.67E-09,5.819143414,1.038909001,5.819143414,1.038909001,0:1 1:1 2:1 3:1 4:1 5:1 6:2 7:3 8:4 9:5 ,from:0 to:1 operator:-1  from:0 to:6 operator:-1  from:0 to:8 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:13  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,13
49,5.96E-08,6.80E-10,6.651760578,1.035759663,6.651760578,1.035759663,0:1 1:1 2:1 3:1 4:1 5:2 6:3 7:4 8:4 9:6 ,from:0 to:1 operator:-1  from:0 to:5 operator:12  from:0 to:7 operator:8  from:0 to:9 operator:13  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:6 operator:12  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:4 to:9 operator:12  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,15
50,0,0,5.568667889,0.979259419,5.568667889,0.979259419,0:1 1:1 2:1 3:1 4:1 5:1 6:1 7:1 8:3 9:5 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:4 to:8 operator:-1  from:4 to:9 operator:8  from:5 to:6 operator:-1  from:5 to:8 operator:8  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:7 to:9 operator:-1  from:8 to:9 operator:-1  ,15
51,5.96E-08,2.06E-09,5.641413093,1.003320773,5.641413093,1.003320773,0:1 1:1 2:1 3:1 4:1 5:1 6:1 7:2 8:3 9:4 ,from:0 to:1 operator:12  from:0 to:8 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:13  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,15
53,5.96E-08,2.88E-09,7.686342478,0.951594669,7.686342478,0.951594669,0:1 1:1 2:1 3:1 4:1 5:1 6:2 7:3 8:3 9:4 ,from:0 to:1 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:13  from:3 to:4 operator:-1  from:3 to:6 operator:12  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,16
54,5.96E-08,1.37E-09,5.929484129,0.904562115,5.929484129,0.904562115,0:1 1:1 2:1 3:1 4:2 5:2 6:2 7:4 8:5 9:6 ,from:0 to:1 operator:12  from:0 to:8 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:13  from:2 to:4 operator:8  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,16
56,0,0,6.590645075,1.114919123,6.590645075,1.114919123,0:1 1:1 2:1 3:1 4:2 5:2 6:3 7:3 8:3 9:5 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:4 operator:12  from:2 to:6 operator:12  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:4 to:9 operator:12  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,17
57,6.35E-08,2.79E-09,5.762429237,1.064084315,5.762429237,1.064084315,0:1 1:1 2:1 3:1 4:2 5:2 6:2 7:4 8:5 9:7 ,from:0 to:1 operator:-1  from:0 to:4 operator:-1  from:0 to:8 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:1 to:9 operator:-1  from:2 to:3 operator:13  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,17
58,1.79E-07,1.65E-08,5.230528831,0.745927726,5.230528831,0.745927728,0:1 1:1 2:1 3:1 4:1 5:1 6:2 7:3 8:3 9:4 ,from:0 to:1 operator:10  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:1 to:6 operator:16  from:2 to:3 operator:13  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,17
59,1.19E-07,5.80E-09,5.372154951,0.779550878,5.372154951,0.779550878,0:1 1:1 2:1 3:1 4:1 5:1 6:2 7:4 8:5 9:5 ,from:0 to:1 operator:12  from:0 to:6 operator:12  from:1 to:2 operator:-1  from:1 to:8 operator:16  from:2 to:3 operator:13  from:3 to:4 operator:-1  from:3 to:7 operator:8  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:8  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,17
60,1.79E-07,4.47E-09,5.376636267,0.431893972,5.376636267,0.431893972,0:1 1:1 2:1 3:1 4:1 5:2 6:3 7:3 8:3 9:6 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:5 operator:8  from:2 to:6 operator:10  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:7 to:9 operator:-1  from:8 to:9 operator:-1  ,17
61,0,0,5.558251858,1.136230465,5.558251858,1.136230465,0:1 1:1 2:1 3:1 4:1 5:1 6:1 7:1 8:3 9:4 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:4 to:8 operator:-1  from:5 to:6 operator:-1  from:5 to:8 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:7 to:9 operator:-1  from:8 to:9 operator:-1  ,17
62,5.96E-08,6.55E-10,6.499602556,1.036242331,6.499602556,1.036242331,0:1 1:1 2:1 3:1 4:1 5:3 6:4 7:5 8:5 9:7 ,from:0 to:1 operator:-1  from:0 to:5 operator:12  from:0 to:7 operator:8  from:0 to:9 operator:13  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:6 operator:12  from:3 to:4 operator:-1  from:3 to:5 operator:-1  from:4 to:5 operator:-1  from:4 to:9 operator:12  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,17
64,0,0,5.505587578,0.992737409,5.505587578,0.992737409,0:1 1:1 2:1 3:1 4:1 5:3 6:3 7:3 8:3 9:6 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:5 operator:8  from:3 to:4 operator:-1  from:3 to:5 operator:12  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:7 to:9 operator:-1  from:8 to:9 operator:-1  ,18
65,1.19E-07,4.60E-09,5.562679052,1.007958816,5.562679052,1.007958815,0:1 1:1 2:1 3:1 4:2 5:3 6:4 7:4 8:5 9:8 ,from:0 to:1 operator:-1  from:0 to:5 operator:12  from:0 to:8 operator:16  from:0 to:9 operator:13  from:1 to:2 operator:-1  from:1 to:4 operator:13  from:2 to:3 operator:-1  from:2 to:6 operator:12  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:4 to:9 operator:12  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,18
66,2.38E-07,6.79E-09,5.757810831,0.916745262,5.757810831,0.916745263,0:1 1:1 2:1 3:2 4:2 5:3 6:4 7:4 8:4 9:8 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:1 to:3 operator:-1  from:2 to:3 operator:-1  from:2 to:5 operator:8  from:2 to:6 operator:10  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:7 to:9 operator:-1  from:8 to:9 operator:-1  ,18
68,5.96E-08,1.14E-09,6.50136447,1.068199401,6.50136447,1.068199401,0:1 1:1 2:1 3:1 4:2 5:2 6:2 7:5 8:6 9:7 ,from:0 to:1 operator:-1  from:0 to:4 operator:-1  from:0 to:7 operator:12  from:0 to:8 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:13  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,19
70,5.96E-08,6.88E-10,5.473032236,0.52320662,5.473032236,0.52320662,0:1 1:1 2:1 3:1 4:1 5:2 6:3 7:3 8:4 9:6 ,from:0 to:1 operator:-1  from:0 to:5 operator:12  from:0 to:9 operator:13  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:6 operator:12  from:3 to:4 operator:-1  from:3 to:8 operator:13  from:4 to:5 operator:-1  from:4 to:9 operator:12  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,20
71,0,0,5.51390624,0.674991109,5.51390624,0.674991109,0:1 1:1 2:1 3:1 4:1 5:1 6:1 7:1 8:3 9:4 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:4 to:8 operator:-1  from:5 to:6 operator:-1  from:5 to:8 operator:8  from:6 to:7 operator:5  from:7 to:8 operator:-1  from:7 to:9 operator:-1  from:8 to:9 operator:-1  ,20
72,5.96E-08,1.35E-09,5.702380657,1.059912019,5.702380657,1.059912019,0:1 1:1 2:1 3:1 4:2 5:2 6:2 7:4 8:5 9:6 ,from:0 to:1 operator:12  from:0 to:4 operator:12  from:0 to:8 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:13  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,20
73,5.96E-08,1.34E-09,5.989141226,0.709505281,5.989141226,0.709505281,0:1 1:1 2:1 3:1 4:1 5:2 6:2 7:2 8:2 9:5 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:5 operator:8  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:6 to:9 operator:17  from:7 to:8 operator:-1  from:7 to:9 operator:-1  from:8 to:9 operator:-1  ,20
75,0,0,5.724172831,0.951653042,5.724172831,0.951653042,0:1 1:1 2:1 3:1 4:1 5:1 6:2 7:2 8:3 9:5 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:6 operator:8  from:4 to:5 operator:-1  from:4 to:8 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:7 to:9 operator:-1  from:8 to:9 operator:-1  ,21
